key linkValue linkUp
6641 15749 24296
20 16735 0
806 16726 24330
927 16717 24341
1076 16707 0
1197 16697 24373
1230 16687 24357
1351 16677 24403
1472 16667 24420
1593 16657 24437
2044 16647 24386
2165 16637 24471
2286 16627 24488
2440 16617 24454
2561 16607 24522
2682 16597 24539
3012 16587 24505
3133 16577 24573
3254 16566 24590
3375 16555 24607
3496 16544 24624
3650 16533 24556
3771 16522 24658
3892 16511 24675
4068 16500 24692
4101 16489 24641
4189 16478 24709
4222 16467 24726
4343 16456 24760
4464 16445 24777
4585 16434 24794
4860 16423 24743
4981 16412 24828
5036 16401 24845
5157 16390 24862
5278 16379 24879
5311 16368 24811
5399 16357 24896
5432 16346 24913
5553 16335 24947
5674 16324 24964
5795 16313 24981
6004 16302 24930
6125 16291 25015
6246 16280 25032
6367 16269 25049
6400 16258 24998
6488 16247 25066
6521 16236 25083
6642 16225 25117
21 17292 0
807 17283 25151
928 17274 25162
1077 17264 0
1110 17254 25178
1198 17244 25194
1231 17234 25207
1352 17224 25241
1473 17214 25258
1594 17204 25275
1990 17194 25224
2045 17184 25309
2166 17174 25326
2287 17164 25343
2320 17154 25292
2441 17144 25377
2562 17134 25394
2683 17124 25411
3013 17114 25360
3134 17104 25445
3255 17093 25462
3376 17082 25479
3497 17071 25496
3530 17060 25428
3651 17049 25530
3772 17038 25547
3893 17027 25564
4069 17016 25581
4102 17005 25513
4223 16994 25615
4344 16983 25632
4465 16972 25649
4586 16961 25666
4740 16950 25598
4861 16939 25700
4982 16928 25717
5037 16917 25734
5158 16906 25751
5279 16895 25768
5312 16884 25683
5433 16873 25802
5554 16862 25819
5675 16851 25836
5796 16840 25853
5950 16829 25785
6005 16818 25887
6126 16807 25904
6247 16796 25921
6368 16785 25938
6401 16774 25870
6489 16763 25955
6522 16752 25972
6643 16741 26006
22 17869 0
808 17860 26040
929 17851 26051
1078 17841 0
1111 17831 26067
1199 17821 26083
1232 17811 26096
1353 17801 26130
1474 17791 26147
1595 17781 26164
1870 17771 26113
1991 17761 26198
2046 17751 26215
2167 17741 26232
2200 17731 26181
2288 17721 26249
2321 17711 26266
2442 17701 26300
2563 17691 26317
2684 17681 26334
3014 17671 26283
3135 17661 26368
3256 17650 26385
3377 17639 26402
3410 17628 26351
3498 17617 26419
3531 17606 26436
3652 17595 26470
3773 17584 26487
3894 17573 26504
4103 17562 26453
4224 17551 26538
4345 17540 26555
4466 17529 26572
4587 17518 26589
4620 17507 26521
4741 17496 26623
4862 17485 26640
4983 17474 26657
5038 17463 26674
5159 17452 26691
5313 17441 26606
5434 17430 26725
5555 17419 26742
5676 17408 26759
5797 17397 26776
5830 17386 26708
5951 17375 26810
6006 17364 26827
6127 17353 26844
6248 17342 26861
6369 17331 26878
6402 17320 26793
6523 17309 26912
6644 17298 26929
23 18447 0
809 18438 26963
1079 18428 0
1112 18418 26974
1233 18408 27003
1354 18398 27020
1475 18388 27037
1596 18378 27054
1750 18368 26990
1871 18358 27088
1992 18348 27105
2047 18338 27122
2168 18328 27139
2201 18318 27071
2289 18308 27156
2322 18298 27173
2443 18288 27207
2564 18278 27224
2685 18268 27241
2960 18258 27190
3015 18248 27275
3136 18238 27292
3257 18227 27309
3378 18216 27326
3411 18205 27258
3499 18194 27343
3532 18183 27360
3653 18172 27394
3774 18161 27411
3895 18150 27428
4104 18139 27377
4225 18128 27462
4346 18117 27479
4467 18106 27496
4500 18095 27445
4588 18084 27513
4621 18073 27530
4742 18062 27564
4863 18051 27581
4984 18040 27598
5039 18029 27615
5314 18018 27547
5435 18007 27649
5556 17996 27666
5677 17985 27683
5710 17974 27632
5798 17963 27700
5831 17952 27717
5952 17941 27751
6007 17930 27768
6128 17919 27785
6249 17908 27802
6403 17897 27734
6524 17886 27836
6645 17875 27853
24 18983 0
1113 18973 27887
1234 18963 27898
1355 18953 27915
1476 18943 27932
1597 18933 27949
1630 18923 0
1751 18913 27983
1872 18903 27996
1993 18893 28013
2048 18883 28030
2169 18873 28047
2202 18863 27966
2323 18853 28081
2444 18843 28098
2565 18833 28115
2686 18823 28132
2840 18813 28064
2961 18803 28166
3016 18793 28183
3137 18783 28200
3258 18772 28217
3379 18761 28234
3412 18750 28149
3533 18739 28268
3654 18728 28285
3775 18717 28302
3896 18706 28319
4105 18695 28251
4226 18684 28353
4347 18673 28370
4468 18662 28387
4501 18651 28336
4589 18640 28404
4622 18629 28421
4743 18618 28455
4864 18607 28472
4985 18596 28489
5315 18585 28438
5436 18574 28523
5557 18563 28540
5678 18552 28557
5711 18541 28506
5799 18530 28574
5832 18519 28591
5953 18508 28625
6008 18497 28642
6129 18486 28659
6404 18475 28608
6525 18464 28693
6646 18453 28710
25 19496 0
1114 19486 28744
1235 19476 28755
1356 19466 28772
1477 19456 28789
1510 19446 0
1598 19436 28806
1631 19426 28823
1752 19416 28853
1873 19406 28870
1994 19396 28887
2049 19386 28904
2203 19376 28836
2324 19366 28938
2445 19356 28955
2566 19346 28972
2687 19336 28989
2720 19326 28921
2841 19316 29023
2962 19306 29040
3017 19296 29057
3138 19286 29074
3259 19275 29091
3413 19264 29006
3534 19253 29125
3655 19242 29142
3776 19231 29159
3897 19220 29176
3930 19209 29108
4106 19198 29210
4227 19187 29227
4348 19176 29244
4469 19165 29261
4502 19154 29193
4623 19143 29295
4744 19132 29312
4865 19121 29329
4986 19110 29346
5316 19099 29278
5437 19088 29380
5558 19077 29397
5679 19066 29414
5712 19055 29363
5833 19044 29448
5954 19033 29465
6009 19022 29482
6405 19011 29431
6526 19000 29516
6647 18989 29533
26 19976 0
1115 19966 29567
1236 19956 29578
1357 19946 29595
1478 19936 29612
1511 19926 0
1599 19916 29629
1632 19906 29646
1753 19896 29676
1874 19886 29693
1995 19876 29710
2204 19866 29659
2325 19856 29744
2446 19846 29761
2567 19836 29778
2600 19826 29727
2688 19816 29795
2721 19806 29812
2842 19796 29846
2963 19786 29863
3018 19776 29880
3139 19766 29897
3414 19755 29829
3535 19744 29931
3656 19733 29948
3777 19722 29965
3810 19711 29914
3898 19700 29982
3931 19689 29999
4107 19678 30033
4228 19667 30050
4349 19656 30067
4503 19645 30016
4624 19634 30101
4745 19623 30118
4866 19612 30135
4987 19601 30152
5317 19590 30084
5438 19579 30186
5559 19568 30203
5713 19557 30169
5834 19546 30237
5955 19535 30254
6406 19524 30220
6527 19513 30288
6648 19502 30305
27 20425 0
1116 20415 30339
1237 20405 30350
1358 20395 30367
1479 20385 30384
1512 20375 0
1633 20365 30418
1754 20355 30431
1875 20345 30448
1996 20335 30465
2205 20325 30401
2326 20315 30499
2447 20305 30516
2568 20295 30533
2601 20285 30482
2689 20275 30550
2722 20265 30567
2843 20255 30601
2964 20245 30618
3019 20235 30635
3415 20224 30584
3536 20213 30669
3657 20202 30686
3778 20191 30703
3811 20180 30652
3899 20169 30720
3932 20158 30737
4108 20147 30771
4229 20136 30788
4504 20125 30754
4625 20114 30822
4746 20103 30839
4867 20092 30856
4900 20081 30805
4988 20070 30873
5318 20059 30890
5439 20048 30924
5714 20037 30907
5835 20026 30958
5956 20015 30975
6407 20004 30941
6528 19993 31009
6649 19982 31026
28 20800 0
1117 20790 31060
1238 20780 31071
1359 20770 31088
1513 20760 0
1634 20750 31122
1755 20740 31135
1876 20730 31152
1997 20720 31169
2206 20710 31105
2327 20700 31203
2448 20690 31220
2569 20680 31237
2602 20670 31186
2723 20660 31271
2844 20650 31288
2965 20640 31305
3416 20629 31254
3537 20618 31339
3658 20607 31356
3779 20596 31373
3812 20585 31322
3933 20574 31407
4109 20563 31424
4505 20552 31390
4626 20541 31458
4747 20530 31475
4868 20519 31492
4901 20508 31441
4989 20497 31509
5319 20486 31526
5715 20475 31543
5836 20464 31577
5957 20453 31594
6408 20442 31560
6529 20431 31628
29 21110 0
1118 21100 31662
1239 21090 31673
1514 21080 0
1635 21070 31707
1756 21060 31720
1877 21050 31737
1910 21040 31690
1998 21030 31754
2207 21020 31771
2328 21010 31805
2449 21000 31822
2603 20990 31788
2724 20980 31856
2845 20970 31873
2966 20960 31890
3417 20949 31839
3538 20938 31924
3659 20927 31941
3813 20916 31907
3934 20905 31975
4506 20894 31958
4627 20883 32009
4748 20872 32026
4869 20861 32043
4902 20850 31992
5716 20839 32060
5837 20828 32094
5958 20817 32111
6409 20806 32077
1119 21357 0
1515 21347 0
1636 21337 32175
1757 21327 32188
1878 21317 32205
1911 21307 32162
1999 21297 32222
2208 21287 32239
2329 21277 32273
2604 21267 32256
2725 21257 32307
2846 21247 32324
2967 21237 32341
3418 21226 32290
3539 21215 32375
3814 21204 32358
3935 21193 32409
4507 21182 32392
4628 21171 32443
4749 21160 32460
4903 21149 32426
5717 21138 32477
5838 21127 32511
5959 21116 32528
1516 21545 0
1637 21535 32562
1758 21525 32575
1879 21515 32592
1912 21505 0
2209 21495 32626
2605 21485 32609
2726 21475 32656
2847 21465 32673
2968 21455 32690
3419 21444 32639
3815 21433 32707
3936 21422 32741
4508 21411 32724
4629 21400 32775
4904 21389 32758
5718 21378 32792
5839 21367 32826
1517 21680 0
1638 21670 32860
1759 21660 32873
1913 21650 0
2606 21640 32890
2727 21630 32920
2848 21620 32937
2969 21610 32954
3816 21599 32971
3937 21588 32988
4509 21577 32907
4905 21566 33005
5719 21555 33022
490 21783 0
1518 21773 0
1639 21763 33085
1914 21753 33073
2607 21743 33098
2728 21733 33132
2849 21723 33149
3817 21712 33166
3938 21701 33183
4906 21690 33200
370 21874 0
491 21865 33234
1519 21855 0
1915 21845 33246
2608 21835 33262
2729 21825 33292
3818 21814 33309
3939 21803 33326
4907 21792 33343
250 21943 0
371 21934 33377
492 21925 33389
1916 21915 33405
2609 21905 0
3819 21894 33438
4908 21883 33451
130 21998 0
251 21990 33485
372 21981 33497
493 21972 33513
1917 21962 33529
4909 21951 0
131 22051 0
252 22043 33575
373 22034 33587
494 22025 33603
890 22016 0
1918 22006 33619
132 22113 0
253 22105 33664
374 22096 33676
495 22087 33692
770 22078 0
891 22069 33724
1919 22059 33708
133 22185 0
254 22177 33769
375 22168 33781
496 22159 33797
650 22150 0
771 22141 33829
892 22132 33841
6090 22121 33857
134 22266 0
255 22258 33890
376 22249 33902
497 22240 33918
530 22231 0
651 22222 33950
772 22213 33962
893 22204 33978
6091 22193 33994
135 22356 0
256 22348 34027
377 22339 34039
410 22330 0
498 22321 34055
531 22312 34071
652 22303 34099
773 22294 34115
894 22285 34131
6092 22274 34147
136 22457 0
257 22449 34180
378 22440 34192
411 22431 0
499 22422 34208
532 22413 34224
653 22404 34252
774 22395 34268
895 22386 34284
4190 22375 34236
6093 22364 34300
137 22582 0
258 22574 34350
379 22565 34362
412 22556 0
533 22547 34394
654 22538 34406
775 22529 34422
896 22520 34438
4070 22509 34378
4191 22498 34470
5280 22487 34487
6094 22476 34454
6490 22465 34504
138 22729 0
259 22721 34555
413 22712 0
534 22703 34583
655 22694 34595
776 22685 34611
897 22676 34627
930 22667 34567
4071 22656 34659
4192 22645 34675
5160 22634 34692
5281 22623 34709
6095 22612 34643
6370 22601 34726
6491 22590 34760
139 22919 0
414 22910 0
535 22901 34806
656 22892 34818
777 22883 34834
810 22874 34794
898 22865 34850
931 22856 34866
1080 22846 34882
2290 22836 34914
4072 22825 34898
4193 22814 34948
5040 22803 34965
5161 22792 34982
5282 22781 34999
6096 22770 34931
6250 22759 35016
6371 22748 35050
6492 22737 35067
415 23143 0
536 23134 35101
657 23125 35113
778 23116 35129
811 23107 0
899 23098 35145
932 23089 35161
1081 23079 35173
2170 23069 35205
2291 23059 35222
3380 23048 35239
4073 23037 35189
4194 23026 35273
4590 23015 35256
5041 23004 35290
5162 22993 35324
5283 22982 35341
6097 22971 35307
6130 22960 35358
6251 22949 35392
6372 22938 35409
6493 22927 35426
416 23413 0
537 23404 35460
658 23395 35472
779 23386 35488
812 23377 0
933 23368 35520
1082 23358 35504
2050 23348 35548
2171 23338 35565
2292 23328 35582
3260 23317 35599
3381 23306 35616
4074 23295 35532
4195 23284 35650
4470 23273 35633
4591 23262 35684
5042 23251 35667
5163 23240 35718
5284 23229 35735
5680 23218 35701
6010 23207 35752
6098 23196 35769
6131 23185 35786
6252 23174 35820
6373 23163 35837
6494 23152 35854
417 23706 0
538 23697 35888
659 23688 35900
813 23679 0
934 23670 35932
1083 23660 35916
2051 23650 35960
2172 23640 35977
2293 23630 35994
3140 23620 36011
3261 23609 36028
3382 23598 36045
4075 23587 35944
4196 23576 36079
4350 23565 36062
4471 23554 36113
4592 23543 36130
5043 23532 36096
5164 23521 36164
5285 23510 36181
5560 23499 36147
5681 23488 36215
6011 23477 36198
6099 23466 36232
6132 23455 36249
6253 23444 36283
6374 23433 36300
6495 23422 36317
418 24042 0
539 24033 36351
814 24024 0
935 24015 36379
1084 24005 36363
1480 23995 36391
2052 23985 36407
2173 23975 36441
2294 23965 36458
2690 23955 36424
3020 23945 36475
3141 23935 36509
3262 23924 36526
3383 23913 36543
4076 23902 36492
4197 23891 36577
4230 23880 36560
4351 23869 36611
4472 23858 36628
4593 23847 36645
5044 23836 36594
5165 23825 36679
5286 23814 36696
5440 23803 36662
5561 23792 36730
5682 23781 36747
6012 23770 36713
6133 23759 36781
6254 23748 36798
6375 23737 36815
6496 23726 36832
6650 23715 36764
419 24444 0
815 24435 0
936 24426 36895
1085 24416 36883
1360 24406 36907
1481 24396 36940
2053 24386 36923
2174 24376 36974
2295 24366 36991
2570 24356 36957
2691 24346 37025
3021 24336 37008
3142 24326 37059
3263 24315 37076
3384 24304 37093
3780 24293 37042
4077 24282 37127
4110 24271 37110
4198 24260 37144
4231 24249 37161
4352 24238 37195
4473 24227 37212
4594 24216 37229
4990 24205 37178
5045 24194 37263
5166 24183 37280
5287 24172 37297
5320 24161 37246
5441 24150 37331
5562 24139 37348
5683 24128 37365
6013 24117 37314
6134 24106 37399
6255 24095 37416
6376 24084 37433
6497 24073 37450
6530 24062 37382
6651 24051 37484
30 24910 0
816 24901 37518
937 24892 37529
1086 24882 0
1240 24872 37545
1361 24862 37574
1482 24852 37591
2054 24842 37561
2175 24832 37625
2296 24822 37642
2450 24812 37608
2571 24802 37676
2692 24792 37693
3022 24782 37659
3143 24772 37727
3264 24761 37744
3385 24750 37761
3660 24739 37710
3781 24728 37795
4078 24717 37812
4111 24706 37778
4199 24695 37829
4232 24684 37846
4353 24673 37880
4474 24662 37897
4595 24651 37914
4870 24640 37863
4991 24629 37948
5046 24618 37965
5167 24607 37982
5200 24596 37931
5288 24585 37999
5321 24574 38016
5442 24563 38050
5563 24552 38067
5684 24541 38084
6014 24530 38033
6135 24519 38118
6256 24508 38135
6377 24497 38152
6410 24486 38101
6498 24475 38169
6531 24464 38186
6652 24453 38220
31 25415 0
817 25406 38254
938 25397 38265
1087 25387 0
1120 25377 38281
1241 25367 38310
1362 25357 38327
1483 25347 38344
2055 25337 38297
2176 25327 38378
2297 25317 38395
2330 25307 38361
2451 25297 38429
2572 25287 38446
2693 25277 38463
3023 25267 38412
3144 25257 38497
3265 25246 38514
3386 25235 38531
3540 25224 38480
3661 25213 38565
3782 25202 38582
4079 25191 38599
4112 25180 38548
4233 25169 38633
4354 25158 38650
4475 25147 38667
4596 25136 38684
4750 25125 38616
4871 25114 38718
4992 25103 38735
5047 25092 38752
5168 25081 38769
5201 25070 38701
5289 25059 38786
5322 25048 38803
5443 25037 38837
5564 25026 38854
5685 25015 38871
5960 25004 38820
6015 24993 38905
6136 24982 38922
6257 24971 38939
6378 24960 38956
6411 24949 38888
6499 24938 38973
6532 24927 38990
6653 24916 39024
32 25950 0
818 25941 39058
939 25932 39069
1000 25922 39085
1088 25912 0
1121 25902 39101
1242 25892 39131
1363 25882 39148
1484 25872 39165
1880 25862 39118
2056 25852 39199
2177 25842 39216
2210 25832 39182
2298 25822 39233
2331 25812 39250
2452 25802 39284
2573 25792 39301
2694 25782 39318
3024 25772 39267
3145 25762 39352
3266 25751 39369
3387 25740 39386
3420 25729 39335
3541 25718 39420
3662 25707 39437
3783 25696 39454
4113 25685 39403
4234 25674 39488
4355 25663 39505
4476 25652 39522
4597 25641 39539
4630 25630 39471
4751 25619 39573
4872 25608 39590
4993 25597 39607
5048 25586 39624
5169 25575 39641
5202 25564 39556
5323 25553 39675
5444 25542 39692
5565 25531 39709
5686 25520 39726
5840 25509 39658
5961 25498 39760
6016 25487 39777
6137 25476 39794
6258 25465 39811
6379 25454 39828
6412 25443 39743
6533 25432 39862
6654 25421 39879
33 26508 0
819 26499 39913
1001 26489 39924
1089 26479 0
1122 26469 39940
1243 26459 39970
1364 26449 39987
1485 26439 40004
1760 26429 39957
1881 26419 40038
2057 26409 40055
2178 26399 40072
2211 26389 40021
2299 26379 40089
2332 26369 40106
2453 26359 40140
2574 26349 40157
2695 26339 40174
2970 26329 40123
3025 26319 40208
3146 26309 40225
3267 26298 40242
3300 26287 40191
3388 26276 40259
3421 26265 40276
3542 26254 40310
3663 26243 40327
3784 26232 40344
4114 26221 40293
4235 26210 40378
4356 26199 40395
4477 26188 40412
4510 26177 40361
4598 26166 40429
4631 26155 40446
4752 26144 40480
4873 26133 40497
4994 26122 40514
5049 26111 40531
5203 26100 40463
5324 26089 40565
5445 26078 40582
5566 26067 40599
5687 26056 40616
5720 26045 40548
5841 26034 40650
5962 26023 40667
6017 26012 40684
6138 26001 40701
6259 25990 40718
6413 25979 40633
6534 25968 40752
6655 25957 40769
34 27046 0
1002 27036 40803
1123 27026 40814
1244 27016 40831
1365 27006 40848
1486 26996 40865
1640 26986 0
1761 26976 40899
1882 26966 40912
2058 26956 40929
2179 26946 40946
2212 26936 40882
2333 26926 40980
2454 26916 40997
2575 26906 41014
2696 26896 41031
2850 26886 40963
2971 26876 41065
3026 26866 41082
3147 26856 41099
3268 26845 41116
3301 26834 41048
3389 26823 41133
3422 26812 41150
3543 26801 41184
3664 26790 41201
3785 26779 41218
4115 26768 41167
4236 26757 41252
4357 26746 41269
4478 26735 41286
4511 26724 41235
4599 26713 41303
4632 26702 41320
4753 26691 41354
4874 26680 41371
4995 26669 41388
5204 26658 41337
5325 26647 41422
5446 26636 41439
5567 26625 41456
5600 26614 41405
5688 26603 41473
5721 26592 41490
5842 26581 41524
5963 26570 41541
6018 26559 41558
6139 26548 41575
6414 26537 41507
6535 26526 41609
6656 26515 41626
35 27561 0
1003 27551 41660
1124 27541 41671
1245 27531 41688
1366 27521 41705
1487 27511 41722
1520 27501 0
1641 27491 41756
1762 27481 41769
1883 27471 41786
2059 27461 41803
2213 27451 41739
2334 27441 41837
2455 27431 41854
2576 27421 41871
2697 27411 41888
2730 27401 41820
2851 27391 41922
2972 27381 41939
3027 27371 41956
3148 27361 41973
3269 27350 41990
3302 27339 41905
3423 27328 42024
3544 27317 42041
3665 27306 42058
3786 27295 42075
3940 27284 42007
4116 27273 42109
4237 27262 42126
4358 27251 42143
4479 27240 42160
4512 27229 42092
4633 27218 42194
4754 27207 42211
4875 27196 42228
4996 27185 42245
5205 27174 42177
5326 27163 42279
5447 27152 42296
5568 27141 42313
5601 27130 42262
5689 27119 42330
5722 27108 42347
5843 27097 42381
5964 27086 42398
6019 27075 42415
6415 27064 42364
6536 27053 42449
36 28053 0
1004 28043 42483
1125 28033 42494
1246 28023 42511
1367 28013 42528
1400 28003 0
1488 27993 42545
1521 27983 42562
1642 27973 42592
1763 27963 42609
1884 27953 42626
2214 27943 42575
2335 27933 42660
2456 27923 42677
2577 27913 42694
2610 27903 42643
2698 27893 42711
2731 27883 42728
2852 27873 42762
2973 27863 42779
3028 27853 42796
3149 27843 42813
3303 27832 42745
3424 27821 42847
3545 27810 42864
3666 27799 42881
3787 27788 42898
3820 27777 42830
3941 27766 42932
4117 27755 42949
4238 27744 42966
4359 27733 42983
4513 27722 42915
4634 27711 43017
4755 27700 43034
4876 27689 43051
4997 27678 43068
5206 27667 43000
5327 27656 43102
5448 27645 43119
5569 27634 43136
5602 27623 43085
5723 27612 43170
5844 27601 43187
5965 27590 43204
6416 27579 43153
6537 27568 43238
37 28535 0
1005 28525 43272
1126 28515 43283
1247 28505 43300
1368 28495 43317
1401 28485 0
1489 28475 43334
1522 28465 43351
1643 28455 43381
1764 28445 43398
1885 28435 43415
2215 28425 43364
2336 28415 43449
2457 28405 43466
2578 28395 43483
2611 28385 43432
2699 28375 43500
2732 28365 43517
2853 28355 43551
2974 28345 43568
3029 28335 43585
3304 28324 43534
3425 28313 43619
3546 28302 43636
3667 28291 43653
3700 28280 43602
3788 28269 43670
3821 28258 43687
3942 28247 43721
4118 28236 43738
4239 28225 43755
4514 28214 43704
4635 28203 43789
4756 28192 43806
4877 28181 43823
4910 28170 43772
4998 28159 43840
5207 28148 43857
5328 28137 43891
5449 28126 43908
5603 28115 43874
5724 28104 43942
5845 28093 43959
5966 28082 43976
6417 28071 43925
6538 28060 44010
38 28965 0
1006 28955 44044
1127 28945 44055
1248 28935 44072
1369 28925 44089
1402 28915 0
1523 28905 44123
1644 28895 44136
1765 28885 44153
1886 28875 44170
2216 28865 44106
2337 28855 44204
2458 28845 44221
2579 28835 44238
2612 28825 44187
2733 28815 44272
2854 28805 44289
2975 28795 44306
3305 28784 44255
3426 28773 44340
3547 28762 44357
3668 28751 44374
3701 28740 44323
3789 28729 44391
3822 28718 44408
3943 28707 44442
4119 28696 44459
4515 28685 44425
4636 28674 44493
4757 28663 44510
4878 28652 44527
4911 28641 44476
4999 28630 44544
5208 28619 44561
5329 28608 44595
5604 28597 44578
5725 28586 44629
5846 28575 44646
5967 28564 44663
6418 28553 44612
6539 28542 44697
39 29330 0
1007 29320 44731
1128 29310 44742
1249 29300 44759
1403 29290 0
1524 29280 44793
1645 29270 44806
1766 29260 44823
1887 29250 44840
1920 29240 44776
2217 29230 44874
2338 29220 44891
2459 29210 44908
2613 29200 44857
2734 29190 44942
2855 29180 44959
2976 29170 44976
3306 29159 44925
3427 29148 45010
3548 29137 45027
3669 29126 45044
3702 29115 44993
3823 29104 45078
3944 29093 45095
4516 29082 45061
4637 29071 45129
4758 29060 45146
4879 29049 45163
4912 29038 45112
5209 29027 45197
5605 29016 45180
5726 29005 45231
5847 28994 45248
5968 28983 45265
6419 28972 45214
1008 29631 0
1129 29621 45316
1404 29611 0
1525 29601 45346
1646 29591 45359
1767 29581 45376
1800 29571 45329
1888 29561 45393
1921 29551 45410
2218 29541 45444
2339 29531 45461
2614 29521 45427
2735 29511 45495
2856 29501 45512
2977 29491 45529
3307 29480 45478
3428 29469 45563
3549 29458 45580
3703 29447 45546
3824 29436 45614
3945 29425 45631
4517 29414 45597
4638 29403 45665
4759 29392 45682
4913 29381 45648
5606 29370 45699
5727 29359 45733
5848 29348 45750
5969 29337 45767
1009 29882 0
1405 29872 0
1526 29862 45814
1647 29852 45827
1768 29842 45844
1801 29832 45801
1889 29822 45861
1922 29812 45878
2219 29802 45912
2615 29792 45895
2736 29782 45946
2857 29772 45963
2978 29762 45980
3308 29751 45929
3429 29740 46014
3704 29729 45997
3825 29718 46048
3946 29707 46065
4518 29696 46031
4639 29685 46099
4914 29674 46082
5607 29663 46116
5728 29652 46150
5849 29641 46167
1406 30070 0
1527 30060 46201
1648 30050 46214
1769 30040 46231
1802 30030 0
1923 30020 46265
2616 30010 46248
2737 30000 46295
2858 29990 46312
2979 29980 46329
3309 29969 46278
3705 29958 46346
3826 29947 46380
3947 29936 46397
4519 29925 46363
4915 29914 46414
5608 29903 46431
5729 29892 46465
1407 30205 0
1528 30195 46499
1649 30185 46512
1803 30175 0
1924 30165 46546
2617 30155 46529
2738 30145 46576
2859 30135 46593
3706 30124 46610
3827 30113 46627
3948 30102 46644
4916 30091 46661
5609 30080 46559
380 30319 0
1408 30309 0
1529 30299 46724
1804 30289 46712
1925 30279 46754
2618 30269 46737
2739 30259 46788
3707 30248 46805
3828 30237 46822
3949 30226 46839
4917 30215 46856
260 30410 0
381 30401 46890
1409 30391 0
1805 30381 46902
1926 30371 46931
2619 30361 46918
3708 30350 46965
3829 30339 46982
4918 30328 46999
140 30477 0
261 30469 47033
382 30460 47045
1806 30450 47061
1927 30440 47077
3709 30429 0
4919 30418 47111
141 30522 0
262 30514 47141
383 30505 47153
1807 30495 47169
1928 30485 47185
142 30576 0
263 30568 47219
384 30559 47231
780 30550 0
1808 30540 47247
1929 30530 47275
143 30629 0
264 30621 47309
385 30612 47321
660 30603 0
781 30594 47353
1809 30584 47337
144 30681 0
265 30673 47398
386 30664 47410
540 30655 0
661 30646 47442
782 30637 47454
145 30742 0
266 30734 47486
387 30725 47498
420 30716 0
541 30707 47530
662 30698 47542
783 30689 47558
146 30811 0
267 30803 47590
300 30795 0
388 30786 47602
421 30777 47618
542 30768 47646
663 30759 47662
784 30750 47678
147 30902 0
268 30894 47710
301 30886 0
389 30877 47722
422 30868 47738
543 30859 47766
664 30850 47782
785 30841 47798
4080 30830 47750
5290 30819 47830
148 31015 0
269 31007 47864
302 30999 0
423 30990 47892
544 30981 47904
665 30972 47920
786 30963 47936
940 30954 47876
4081 30943 47968
5170 30932 47984
5291 30921 48001
6380 30910 48018
149 31161 0
303 31153 0
424 31144 48064
545 31135 48076
666 31126 48092
787 31117 48108
820 31108 48052
941 31099 48140
1090 31089 48124
4082 31078 48156
5050 31067 48189
5171 31056 48206
5292 31045 48223
6260 31034 48240
6381 31023 48257
304 31340 0
425 31331 48291
546 31322 48303
667 31313 48319
700 31304 0
788 31295 48335
821 31286 48351
942 31277 48379
1091 31267 48363
2180 31257 48411
3390 31246 48428
4083 31235 48395
5051 31224 48462
5172 31213 48479
5293 31202 48496
6140 31191 48513
6261 31180 48530
6382 31169 48547
305 31573 0
426 31564 48581
547 31555 48593
668 31546 48609
701 31537 0
789 31528 48625
822 31519 48641
943 31510 48669
1092 31500 48653
2060 31490 48701
2181 31480 48718
3270 31469 48735
3391 31458 48752
4084 31447 48685
4480 31436 48769
5052 31425 48786
5173 31414 48820
5294 31403 48837
5690 31392 48803
6020 31381 48854
6141 31370 48888
6262 31359 48905
6383 31348 48922
306 31829 0
427 31820 48956
548 31811 48968
669 31802 48984
702 31793 0
823 31784 49016
944 31775 49028
1093 31765 49000
2061 31755 49060
2182 31745 49077
3150 31735 49094
3271 31724 49111
3392 31713 49128
4085 31702 49044
4360 31691 49145
4481 31680 49179
5053 31669 49162
5174 31658 49213
5295 31647 49230
5570 31636 49196
5691 31625 49264
6021 31614 49247
6142 31603 49298
6263 31592 49315
6384 31581 49332
307 32118 0
428 32109 49366
549 32100 49378
703 32091 0
824 32082 49410
945 32073 49422
1094 32063 49394
1490 32053 49438
2062 32043 49454
2183 32033 49488
3030 32023 49505
3151 32013 49522
3272 32002 49539
3393 31991 49556
4086 31980 49471
4240 31969 49573
4361 31958 49607
4482 31947 49624
5054 31936 49590
5175 31925 49658
5296 31914 49675
5450 31903 49641
5571 31892 49709
5692 31881 49726
6022 31870 49692
6143 31859 49760
6264 31848 49777
6385 31837 49794
308 32462 0
429 32453 49828
704 32444 0
825 32435 49856
946 32426 49868
1095 32416 49840
1370 32406 49884
1491 32396 49917
2063 32386 49900
2184 32376 49951
2580 32366 49934
3031 32356 49968
3152 32346 50002
3273 32335 50019
3394 32324 50036
3790 32313 49985
4087 32302 50070
4120 32291 50053
4241 32280 50104
4362 32269 50121
4483 32258 50138
5055 32247 50087
5176 32236 50172
5297 32225 50189
5330 32214 50155
5451 32203 50223
5572 32192 50240
5693 32181 50257
6023 32170 50206
6144 32159 50291
6265 32148 50308
6386 32137 50325
6540 32126 50274
40 32880 0
309 32872 0
705 32863 50376
826 32854 50399
947 32845 50415
1096 32835 50387
1250 32825 50431
1371 32815 50464
1492 32805 50481
2064 32795 50447
2185 32785 50515
2460 32775 50498
2581 32765 50549
3032 32755 50532
3153 32745 50583
3274 32734 50600
3395 32723 50617
