key linkValue linkUp
61 49450 0
209 49442 0
605 49433 76999
726 49424 77022
847 49415 77038
968 49406 77054
1150 49396 77070
1271 49386 77086
1392 49376 77103
2085 49366 77010
2360 49356 77120
2481 49346 77154
3053 49336 77137
3174 49325 77188
3295 49314 77205
3570 49303 77171
3691 49292 77239
4021 49281 77222
4142 49270 77273
4263 49259 77290
4384 49248 77307
4780 49237 77256
5077 49226 77341
5110 49215 77324
5198 49204 77358
5231 49193 77375
5352 49182 77409
5473 49171 77426
5594 49160 77443
5990 49149 77392
6045 49138 77477
6166 49127 77494
6287 49116 77511
6320 49105 77460
6441 49094 77545
6562 49083 77562
62 49880 0
606 49871 77596
727 49862 77607
848 49853 77623
969 49844 77639
1030 49834 77655
1151 49824 77671
1272 49814 77688
1393 49804 77705
2086 49794 0
2240 49784 77722
2361 49774 77752
2482 49764 77769
3054 49754 77739
3175 49743 77803
3296 49732 77820
3450 49721 77786
3571 49710 77854
3692 49699 77871
4022 49688 77837
4143 49677 77905
4264 49666 77922
4385 49655 77939
4660 49644 77888
4781 49633 77973
5078 49622 77990
5111 49611 77956
5199 49600 78007
5232 49589 78024
5353 49578 78058
5474 49567 78075
5595 49556 78092
5870 49545 78041
5991 49534 78126
6046 49523 78143
6167 49512 78160
6200 49501 78109
6288 49490 78177
6321 49479 78194
6442 49468 78228
6563 49457 78245
63 50343 0
607 50334 78279
728 50325 78290
849 50316 78306
1031 50306 78322
1152 50296 78338
1273 50286 78355
1394 50276 78372
1790 50266 0
2087 50256 78406
2120 50246 78389
2241 50236 78436
2362 50226 78453
2483 50216 78470
3055 50206 78419
3176 50195 78504
3297 50184 78521
3330 50173 78487
3451 50162 78555
3572 50151 78572
3693 50140 78589
4023 50129 78538
4144 50118 78623
4265 50107 78640
4386 50096 78657
4540 50085 78606
4661 50074 78691
4782 50063 78708
5079 50052 78725
5112 50041 78674
5233 50030 78759
5354 50019 78776
5475 50008 78793
5596 49997 78810
5750 49986 78742
5871 49975 78844
5992 49964 78861
6047 49953 78878
6168 49942 78895
6201 49931 78827
6289 49920 78912
6322 49909 78929
6443 49898 78963
6564 49887 78980
64 50838 0
608 50829 79014
729 50820 79025
1032 50810 79041
1153 50800 79057
1274 50790 79074
1395 50780 79091
1670 50770 0
1791 50760 79125
2000 50750 79108
2088 50740 79138
2121 50730 79155
2242 50720 79189
2363 50710 79206
2484 50700 79223
2880 50690 79172
3056 50680 79257
3177 50669 79274
3210 50658 79240
3298 50647 79291
3331 50636 79308
3452 50625 79342
3573 50614 79359
3694 50603 79376
4024 50592 79325
4145 50581 79410
4266 50570 79427
4387 50559 79444
4420 50548 79393
4541 50537 79478
4662 50526 79495
4783 50515 79512
5113 50504 79461
5234 50493 79546
5355 50482 79563
5476 50471 79580
5597 50460 79597
5630 50449 79529
5751 50438 79631
5872 50427 79648
5993 50416 79665
6048 50405 79682
6169 50394 79699
6202 50383 79614
6323 50372 79733
6444 50361 79750
6565 50350 79767
65 51366 0
609 51357 79801
1033 51347 79812
1154 51337 79828
1275 51327 79845
1396 51317 79862
1550 51307 0
1671 51297 79896
1792 51287 79909
2001 51277 79879
2089 51267 79926
2122 51257 79943
2243 51247 79977
2364 51237 79994
2485 51227 80011
2760 51217 79960
2881 51207 80045
3057 51197 80062
3178 51186 80079
3211 51175 80028
3299 51164 80096
3332 51153 80113
3453 51142 80147
3574 51131 80164
3695 51120 80181
3970 51109 80130
4025 51098 80215
4146 51087 80232
4267 51076 80249
4300 51065 80198
4388 51054 80266
4421 51043 80283
4542 51032 80317
4663 51021 80334
4784 51010 80351
5114 50999 80300
5235 50988 80385
5356 50977 80402
5477 50966 80419
5510 50955 80368
5598 50944 80436
5631 50933 80453
5752 50922 80487
5873 50911 80504
5994 50900 80521
6049 50889 80538
6203 50878 80470
6324 50867 80572
6445 50856 80589
6566 50845 80606
66 51895 0
1034 51885 80640
1155 51875 80651
1276 51865 80668
1397 51855 80685
1430 51845 0
1551 51835 80719
1672 51825 80732
1793 51815 80749
2002 51805 80702
2123 51795 80783
2244 51785 80800
2365 51775 80817
2486 51765 80834
2640 51755 80766
2761 51745 80868
2882 51735 80885
3058 51725 80902
3179 51714 80919
3212 51703 80851
3333 51692 80953
3454 51681 80970
3575 51670 80987
3696 51659 81004
3850 51648 80936
3971 51637 81038
4026 51626 81055
4147 51615 81072
4268 51604 81089
4301 51593 81021
4389 51582 81106
4422 51571 81123
4543 51560 81157
4664 51549 81174
4785 51538 81191
5115 51527 81140
5236 51516 81225
5357 51505 81242
5478 51494 81259
5511 51483 81208
5599 51472 81276
5632 51461 81293
5753 51450 81327
5874 51439 81344
5995 51428 81361
6204 51417 81310
6325 51406 81395
6446 51395 81412
6567 51384 81429
6600 51373 81378
67 52433 0
1035 52423 81480
1156 52413 81491
1277 52403 81508
1310 52393 0
1398 52383 81525
1431 52373 81542
1552 52363 81572
1673 52353 81589
1794 52343 81606
2003 52333 81555
2124 52323 81640
2245 52313 81657
2366 52303 81674
2487 52293 81691
2520 52283 81623
2641 52273 81725
2762 52263 81742
2883 52253 81759
3059 52243 81776
3213 52232 81708
3334 52221 81810
3455 52210 81827
3576 52199 81844
3697 52188 81861
3730 52177 81793
3851 52166 81895
3972 52155 81912
4027 52144 81929
4148 52133 81946
4269 52122 81963
4302 52111 81878
4423 52100 81997
4544 52089 82014
4665 52078 82031
4786 52067 82048
4940 52056 81980
5116 52045 82082
5237 52034 82099
5358 52023 82116
5479 52012 82133
5512 52001 82065
5633 51990 82167
5754 51979 82184
5875 51968 82201
5996 51957 82218
6205 51946 82150
6326 51935 82252
6447 51924 82269
6568 51913 82286
6601 51902 82235
68 52971 0
1036 52961 82337
1157 52951 82348
1278 52941 82365
1311 52931 0
1399 52921 82382
1432 52911 82399
1553 52901 82429
1674 52891 82446
1795 52881 82463
2004 52871 82412
2125 52861 82497
2246 52851 82514
2367 52841 82531
2400 52831 82480
2488 52821 82548
2521 52811 82565
2642 52801 82599
2763 52791 82616
2884 52781 82633
3214 52770 82582
3335 52759 82667
3456 52748 82684
3577 52737 82701
3610 52726 82650
3698 52715 82718
3731 52704 82735
3852 52693 82769
3973 52682 82786
4028 52671 82803
4149 52660 82820
4303 52649 82752
4424 52638 82854
4545 52627 82871
4666 52616 82888
4787 52605 82905
4820 52594 82837
4941 52583 82939
5117 52572 82956
5238 52561 82973
5359 52550 82990
5513 52539 82922
5634 52528 83024
5755 52517 83041
5876 52506 83058
5997 52495 83075
6206 52484 83007
6327 52473 83109
6448 52462 83126
6569 52451 83143
6602 52440 83092
69 53498 0
1037 53488 83194
1158 53478 83205
1279 53468 83222
1312 53458 0
1433 53448 83256
1554 53438 83269
1675 53428 83286
1796 53418 83303
1950 53408 83239
2005 53398 83337
2126 53388 83354
2247 53378 83371
2368 53368 83388
2401 53358 83320
2489 53348 83405
2522 53338 83422
2643 53328 83456
2764 53318 83473
2885 53308 83490
3215 53297 83439
3336 53286 83524
3457 53275 83541
3578 53264 83558
3611 53253 83507
3699 53242 83575
3732 53231 83592
3853 53220 83626
3974 53209 83643
4029 53198 83660
4304 53187 83609
4425 53176 83694
4546 53165 83711
4667 53154 83728
4700 53143 83677
4788 53132 83745
4821 53121 83762
4942 53110 83796
5118 53099 83813
5239 53088 83830
5514 53077 83779
5635 53066 83864
5756 53055 83881
5877 53044 83898
5910 53033 83847
5998 53022 83915
6207 53011 83932
6328 53000 83966
6449 52989 83983
6603 52978 83949
1038 53961 0
1159 53951 84034
1313 53941 0
1434 53931 84064
1555 53921 84077
1676 53911 84094
1797 53901 84111
1830 53891 84047
1951 53881 84145
2006 53871 84162
2127 53861 84179
2248 53851 84196
2369 53841 84213
2402 53831 84128
2523 53821 84247
2644 53811 84264
2765 53801 84281
2886 53791 84298
3216 53780 84230
3337 53769 84332
3458 53758 84349
3579 53747 84366
3612 53736 84315
3733 53725 84400
3854 53714 84417
3975 53703 84434
4305 53692 84383
4426 53681 84468
4547 53670 84485
4668 53659 84502
4701 53648 84451
4789 53637 84519
4822 53626 84536
4943 53615 84570
5119 53604 84587
5515 53593 84553
5636 53582 84621
5757 53571 84638
5878 53560 84655
5911 53549 84604
5999 53538 84672
6208 53527 84689
6329 53516 84723
6604 53505 84706
1039 54372 0
1314 54362 0
1435 54352 84787
1556 54342 84800
1677 54332 84817
1710 54322 84774
1798 54312 84834
1831 54302 84851
1952 54292 84885
2007 54282 84902
2128 54272 84919
2249 54262 84936
2403 54252 84868
2524 54242 84970
2645 54232 84987
2766 54222 85004
2887 54212 85021
2920 54202 84953
3217 54191 85055
3338 54180 85072
3459 54169 85089
3613 54158 85038
3734 54147 85123
3855 54136 85140
3976 54125 85157
4306 54114 85106
4427 54103 85191
4548 54092 85208
4669 54081 85225
4702 54070 85174
4823 54059 85259
4944 54048 85276
5516 54037 85242
5637 54026 85310
5758 54015 85327
5879 54004 85344
5912 53993 85293
6209 53982 85378
6605 53971 85361
1315 54729 0
1436 54719 85429
1557 54709 85442
1678 54699 85459
1711 54689 0
1799 54679 85476
1832 54669 85493
1953 54659 85523
2008 54649 85540
2129 54639 85557
2404 54629 85506
2525 54619 85591
2646 54609 85608
2767 54599 85625
2800 54589 85574
2888 54579 85642
2921 54569 85659
3218 54558 85693
3339 54547 85710
3614 54536 85676
3735 54525 85744
3856 54514 85761
3977 54503 85778
4307 54492 85727
4428 54481 85812
4549 54470 85829
4703 54459 85795
4824 54448 85863
4945 54437 85880
5517 54426 85846
5638 54415 85914
5759 54404 85931
5913 54393 85897
6606 54382 85948
1316 55033 0
1437 55023 85999
1558 55013 86012
1679 55003 86029
1712 54993 0
1833 54983 86063
1954 54973 86076
2009 54963 86093
2405 54953 86046
2526 54943 86127
2647 54933 86144
2768 54923 86161
2801 54913 86110
2889 54903 86178
2922 54893 86195
3219 54882 86229
3615 54871 86212
3736 54860 86263
3857 54849 86280
3978 54838 86297
4308 54827 86246
4429 54816 86331
4704 54805 86314
4825 54794 86365
4946 54783 86382
5518 54772 86348
5639 54761 86416
5914 54750 86399
6607 54739 86433
1317 55274 0
1438 55264 86484
1559 55254 86497
1713 55244 0
1834 55234 86531
1955 55224 86544
2406 55214 86514
2527 55204 86578
2648 55194 86595
2769 55184 86612
2802 55174 86561
2923 55164 86646
3616 55153 86629
3737 55142 86680
3858 55131 86697
3979 55120 86714
4309 55109 86663
4705 55098 86731
4826 55087 86765
4947 55076 86782
5519 55065 86748
5915 55054 86799
6608 55043 86816
290 55472 0
1318 55462 0
1439 55452 86879
1714 55442 86867
1835 55432 86909
1956 55422 86926
2407 55412 86892
2528 55402 86960
2649 55392 86977
2803 55382 86943
2924 55372 87011
3617 55361 86994
3738 55350 87045
3859 55339 87062
4706 55328 87079
4827 55317 87096
4948 55306 87113
5916 55295 87130
6609 55284 87028
170 55634 0
291 55626 87181
1319 55616 0
1715 55606 87193
1836 55596 87222
1957 55586 87239
2408 55576 87209
2529 55566 87273
2804 55556 87256
2925 55546 87307
3618 55535 87290
3739 55524 87341
4707 55513 87358
4828 55502 87375
4949 55491 87392
5917 55480 87409
171 55754 0
292 55746 87443
1716 55736 87455
1837 55726 87471
1958 55716 87488
2409 55706 0
2805 55696 87505
2926 55686 87535
3619 55675 87522
4708 55664 87569
4829 55653 87586
5918 55642 87603
172 55842 0
293 55834 87637
1717 55824 87649
1838 55814 87665
1959 55804 87682
2806 55794 87699
2927 55784 87716
4709 55773 0
5919 55762 87750
173 55907 0
294 55899 87780
690 55890 0
1718 55880 87792
1839 55870 87820
2807 55860 87837
2928 55850 87854
174 55971 0
295 55963 87888
570 55954 0
691 55945 87916
1719 55935 87900
2808 55925 87944
2929 55915 87961
175 56024 0
296 56016 87995
450 56007 0
571 55998 88023
692 55989 88035
2809 55979 88007
176 56076 0
297 56068 88084
330 56059 0
451 56050 88112
572 56041 88124
693 56032 88140
177 56136 0
210 56128 0
298 56120 88172
331 56111 88184
452 56102 88212
573 56093 88228
694 56084 88244
178 56205 0
211 56197 0
299 56189 88276
332 56180 88288
453 56171 88316
574 56162 88332
695 56153 88348
970 56144 88300
179 56297 0
212 56289 0
333 56280 88408
454 56271 88420
575 56262 88436
696 56253 88452
850 56244 88396
971 56235 88484
5080 56224 88500
6290 56213 88516
213 56401 0
334 56392 88550
455 56383 88562
576 56374 88578
697 56365 88594
730 56356 0
851 56347 88626
972 56338 88638
5081 56327 88654
6170 56316 88670
6291 56305 88687
214 56535 0
335 56526 88721
456 56517 88733
577 56508 88749
610 56499 0
698 56490 88765
731 56481 88781
852 56472 88809
973 56463 88825
2090 56453 88793
5082 56442 88841
6050 56431 88874
6171 56420 88891
6292 56409 88908
215 56691 0
336 56682 88942
457 56673 88954
578 56664 88970
611 56655 0
699 56646 88986
732 56637 89002
853 56628 89030
974 56619 89046
2091 56609 89014
3180 56598 89078
4390 56587 89095
5083 56576 89062
6051 56565 89129
6172 56554 89146
6293 56543 89163
216 56870 0
337 56861 89197
458 56852 89209
579 56843 89225
612 56834 0
733 56825 89257
854 56816 89269
975 56807 89285
2092 56797 89241
3060 56787 89317
3181 56776 89334
4270 56765 89351
4391 56754 89368
5084 56743 89301
5480 56732 89385
6052 56721 89402
6173 56710 89436
6294 56699 89453
217 57073 0
338 57064 89487
459 57055 89499
613 57046 0
734 57037 89531
855 57028 89543
976 57019 89559
2093 57009 89515
3061 56999 89591
3182 56988 89608
4150 56977 89625
4271 56966 89642
4392 56955 89659
5085 56944 89575
5360 56933 89676
5481 56922 89710
6053 56911 89693
6174 56900 89744
6295 56889 89761
6570 56878 89727
70 57328 0
218 57320 0
339 57311 89823
614 57302 89812
735 57293 89851
856 57284 89867
977 57275 89883
1280 57265 89899
2094 57255 89835
2490 57245 89915
3062 57235 89932
3183 57224 89966
4030 57213 89983
4151 57202 90000
4272 57191 90017
4393 57180 90034
5086 57169 89949
5240 57158 90051
5361 57147 90085
5482 57136 90102
6054 57125 90068
6175 57114 90136
6296 57103 90153
6450 57092 90119
6571 57081 90187
71 57637 0
219 57629 0
615 57620 90221
736 57611 90244
857 57602 90260
978 57593 90276
1160 57583 90292
1281 57573 90308
2095 57563 90232
2370 57553 90325
2491 57543 90359
3063 57533 90342
3184 57522 90393
3580 57511 90376
4031 57500 90410
4152 57489 90444
4273 57478 90461
4394 57467 90478
4790 57456 90427
5087 57445 90512
5120 57434 90495
5241 57423 90546
5362 57412 90563
5483 57401 90580
6055 57390 90529
6176 57379 90614
6297 57368 90631
6330 57357 90597
6451 57346 90665
6572 57335 90682
72 58013 0
616 58004 90716
737 57995 90727
858 57986 90743
979 57977 90759
1040 57967 90775
1161 57957 90791
1282 57947 90808
2096 57937 0
2250 57927 90825
2371 57917 90855
2492 57907 90872
3064 57897 90842
3185 57886 90906
3460 57875 90889
3581 57864 90940
4032 57853 90923
4153 57842 90974
4274 57831 90991
4395 57820 91008
4670 57809 90957
4791 57798 91042
5000 57787 91025
5088 57776 91059
5121 57765 91076
5242 57754 91110
5363 57743 91127
5484 57732 91144
5880 57721 91093
6056 57710 91178
6177 57699 91195
6210 57688 91161
6298 57677 91212
6331 57666 91229
6452 57655 91263
6573 57644 91280
73 58423 0
617 58414 91314
738 58405 91325
859 58396 91341
1041 58386 91357
1162 58376 91373
1283 58366 91390
2097 58356 0
2130 58346 91407
2251 58336 91437
2372 58326 91454
2493 58316 91471
3065 58306 91424
3186 58295 91505
3340 58284 91488
3461 58273 91539
3582 58262 91556
4033 58251 91522
4154 58240 91590
4275 58229 91607
4396 58218 91624
4550 58207 91573
4671 58196 91658
4792 58185 91675
5001 58174 91641
5089 58163 91692
5122 58152 91709
5243 58141 91743
5364 58130 91760
5485 58119 91777
5760 58108 91726
5881 58097 91811
6057 58086 91828
6178 58075 91845
6211 58064 91794
6299 58053 91862
6332 58042 91879
6453 58031 91913
6574 58020 91930
74 58865 0
618 58856 91964
739 58847 91975
1042 58837 91991
1163 58827 92007
1284 58817 92024
1680 58807 0
2010 58797 92041
2098 58787 92058
2131 58777 92071
2252 58767 92105
2373 58757 92122
2494 58747 92139
2890 58737 92088
3066 58727 92173
3187 58716 92190
3220 58705 92156
3341 58694 92224
3462 58683 92241
3583 58672 92258
4034 58661 92207
4155 58650 92292
4276 58639 92309
4397 58628 92326
4430 58617 92275
4551 58606 92360
4672 58595 92377
4793 58584 92394
5002 58573 92343
5123 58562 92428
5244 58551 92445
5365 58540 92462
5486 58529 92479
5640 58518 92411
5761 58507 92513
5882 58496 92530
6058 58485 92547
6179 58474 92564
6212 58463 92496
6333 58452 92598
6454 58441 92615
6575 58430 92632
75 59350 0
619 59341 92666
1043 59331 92677
1164 59321 92693
1285 59311 92710
1560 59301 0
1681 59291 92744
2011 59281 92727
2099 59271 92757
2132 59261 92774
2253 59251 92808
2374 59241 92825
2495 59231 92842
2770 59221 92791
2891 59211 92876
3067 59201 92893
3100 59191 92859
3188 59180 92910
3221 59169 92927
3342 59158 92961
3463 59147 92978
3584 59136 92995
3980 59125 92944
4035 59114 93029
4156 59103 93046
4277 59092 93063
4310 59081 93012
4398 59070 93080
4431 59059 93097
4552 59048 93131
4673 59037 93148
4794 59026 93165
5003 59015 93114
5124 59004 93199
5245 58993 93216
5366 58982 93233
5487 58971 93250
5520 58960 93182
5641 58949 93284
5762 58938 93301
5883 58927 93318
6059 58916 93335
6213 58905 93267
6334 58894 93369
6455 58883 93386
6576 58872 93403
76 59858 0
1044 59848 93437
1165 59838 93448
1286 59828 93465
1440 59818 0
1561 59808 93499
1682 59798 93512
2012 59788 93482
2133 59778 93546
2254 59768 93563
2375 59758 93580
2496 59748 93597
2650 59738 93529
2771 59728 93631
2892 59718 93648
3068 59708 93665
3101 59698 93614
3189 59687 93682
3222 59676 93699
3343 59665 93733
3464 59654 93750
3585 59643 93767
3860 59632 93716
3981 59621 93801
4036 59610 93818
4157 59599 93835
4278 59588 93852
4311 59577 93784
4399 59566 93869
4432 59555 93886
4553 59544 93920
4674 59533 93937
4795 59522 93954
5004 59511 93903
5125 59500 93988
5246 59489 94005
5367 59478 94022
5400 59467 93971
5488 59456 94039
5521 59445 94056
5642 59434 94090
5763 59423 94107
5884 59412 94124
6214 59401 94073
6335 59390 94158
6456 59379 94175
6577 59368 94192
6610 59357 94141
77 60386 0
1045 60376 94243
1166 60366 94254
1287 60356 94271
1320 60346 0
1441 60336 94305
1562 60326 94318
1683 60316 94335
2013 60306 94288
2134 60296 94369
2255 60286 94386
2376 60276 94403
2497 60266 94420
2530 60256 94352
2651 60246 94454
2772 60236 94471
2893 60226 94488
3069 60216 94505
3102 60206 94437
3223 60195 94539
3344 60184 94556
3465 60173 94573
3586 60162 94590
3740 60151 94522
3861 60140 94624
3982 60129 94641
4037 60118 94658
4158 60107 94675
4279 60096 94692
4312 60085 94607
4433 60074 94726
4554 60063 94743
4675 60052 94760
4796 60041 94777
4950 60030 94709
5005 60019 94811
5126 60008 94828
5247 59997 94845
5368 59986 94862
5401 59975 94794
5489 59964 94879
5522 59953 94896
5643 59942 94930
5764 59931 94947
5885 59920 94964
6215 59909 94913
6336 59898 94998
6457 59887 95015
6578 59876 95032
6611 59865 94981
78 60924 0
1046 60914 95083
1167 60904 95094
1200 60894 0
1288 60884 95111
1321 60874 95128
1442 60864 95158
1563 60854 95175
1684 60844 95192
2014 60834 95141
2135 60824 95226
2256 60814 95243
2377 60804 95260
2410 60794 95209
2498 60784 95277
2531 60774 95294
2652 60764 95328
2773 60754 95345
2894 60744 95362
3103 60734 95311
3224 60723 95396
3345 60712 95413
3466 60701 95430
3587 60690 95447
3620 60679 95379
3741 60668 95481
3862 60657 95498
3983 60646 95515
4038 60635 95532
4159 60624 95549
4313 60613 95464
4434 60602 95583
4555 60591 95600
4676 60580 95617
4797 60569 95634
4830 60558 95566
4951 60547 95668
5006 60536 95685
5127 60525 95702
5248 60514 95719
5369 60503 95736
5402 60492 95651
5523 60481 95770
5644 60470 95787
5765 60459 95804
5886 60448 95821
6216 60437 95753
6337 60426 95855
6458 60415 95872
6579 60404 95889
6612 60393 95838
79 61472 0
1047 61462 95940
1168 61452 95951
1201 61442 0
1289 61432 95968
1322 61422 95985
1443 61412 96015
1564 61402 96032
1685 61392 96049
1960 61382 95998
2015 61372 96083
2136 61362 96100
2257 61352 96117
2378 61342 96134
2411 61332 96066
2499 61322 96151
2532 61312 96168
2653 61302 96202
2774 61292 96219
2895 61282 96236
3104 61272 96185
3225 61261 96270
3346 61250 96287
3467 61239 96304
3500 61228 96253
3588 61217 96321
3621 61206 96338
3742 61195 96372
3863 61184 96389
3984 61173 96406
4039 61162 96423
4314 61151 96355
4435 61140 96457
4556 61129 96474
4677 61118 96491
4710 61107 96440
4798 61096 96508
4831 61085 96525
4952 61074 96559
5007 61063 96576
5128 61052 96593
5249 61041 96610
5403 61030 96542
5524 61019 96644
5645 61008 96661
5766 60997 96678
5887 60986 96695
5920 60975 96627
6217 60964 96729
6338 60953 96746
6459 60942 96763
6613 60931 96712
1048 61978 0
1169 61968 96814
1202 61958 0
1323 61948 96844
1444 61938 96857
1565 61928 96874
1686 61918 96891
1840 61908 96827
1961 61898 96925
2016 61888 96942
2137 61878 96959
2258 61868 96976
2379 61858 96993
2412 61848 96908
2533 61838 97027
2654 61828 97044
2775 61818 97061
2896 61808 97078
3105 61798 97010
3226 61787 97112
3347 61776 97129
3468 61765 97146
3501 61754 97095
3589 61743 97163
3622 61732 97180
3743 61721 97214
3864 61710 97231
3985 61699 97248
4315 61688 97197
4436 61677 97282
4557 61666 97299
4678 61655 97316
4711 61644 97265
4799 61633 97333
4832 61622 97350
4953 61611 97384
5008 61600 97401
5129 61589 97418
5404 61578 97367
5525 61567 97452
5646 61556 97469
5767 61545 97486
5800 61534 97435
5888 61523 97503
5921 61512 97520
6218 61501 97554
6339 61490 97571
6614 61479 97537
1049 62443 0
1203 62433 0
1324 62423 97635
1445 62413 97648
1566 62403 97665
1687 62393 97682
1720 62383 97622
1841 62373 97716
1962 62363 97733
2017 62353 97750
2138 62343 97767
2259 62333 97784
2413 62323 97699
2534 62313 97818
2655 62303 97835
2776 62293 97852
2897 62283 97869
2930 62273 97801
3106 62263 97903
3227 62252 97920
3348 62241 97937
3469 62230 97954
3502 62219 97886
3623 62208 97988
3744 62197 98005
3865 62186 98022
3986 62175 98039
4316 62164 97971
4437 62153 98073
4558 62142 98090
4679 62131 98107
4712 62120 98056
4833 62109 98141
4954 62098 98158
5009 62087 98175
5405 62076 98124
5526 62065 98209
5647 62054 98226
5768 62043 98243
5801 62032 98192
5889 62021 98260
5922 62010 98277
6219 61999 98311
6615 61988 98294
1204 62853 0
1325 62843 98362
1446 62833 98375
1567 62823 98392
1600 62813 0
1688 62803 98409
1721 62793 98426
1842 62783 98456
1963 62773 98473
2018 62763 98490
2139 62753 98507
2414 62743 98439
2535 62733 98541
2656 62723 98558
2777 62713 98575
2810 62703 98524
2898 62693 98592
2931 62683 98609
3107 62673 98643
3228 62662 98660
3349 62651 98677
3503 62640 98626
3624 62629 98711
3745 62618 98728
3866 62607 98745
3987 62596 98762
4317 62585 98694
4438 62574 98796
4559 62563 98813
4713 62552 98779
4834 62541 98847
4955 62530 98864
5406 62519 98830
5527 62508 98898
5648 62497 98915
5769 62486 98932
5802 62475 98881
5923 62464 98966
6616 62453 98949
1205 63231 0
1326 63221 99017
1447 63211 99030
1568 63201 99047
1601 63191 0
1689 63181 99064
1722 63171 99081
1843 63161 99111
1964 63151 99128
2019 63141 99145
2415 63131 99094
2536 63121 99179
2657 63111 99196
2778 63101 99213
2811 63091 99162
2899 63081 99230
2932 63071 99247
3108 63061 99281
3229 63050 99298
3504 63039 99264
3625 63028 99332
3746 63017 99349
3867 63006 99366
3900 62995 99315
3988 62984 99383
4318 62973 99400
4439 62962 99434
4714 62951 99417
4835 62940 99468
4956 62929 99485
5407 62918 99451
5528 62907 99519
5649 62896 99536
5803 62885 99502
5924 62874 99570
6617 62863 99553
1206 63546 0
1327 63536 99621
1448 63526 99634
1569 63516 99651
1602 63506 0
1723 63496 99685
1844 63486 99698
1965 63476 99715
2416 63466 99668
2537 63456 99749
2658 63446 99766
2779 63436 99783
2812 63426 99732
2933 63416 99817
3109 63406 99834
3505 63395 99800
3626 63384 99868
3747 63373 99885
3868 63362 99902
3901 63351 99851
3989 63340 99919
4319 63329 99936
4715 63318 99953
4836 63307 99987
4957 63296 100004
5408 63285 99970
5529 63274 100039
5804 63263 100021
5925 63252 100074
6618 63241 100056
1207 63798 0
1328 63788 100128
1449 63778 100141
1603 63768 0
1724 63758 100177
1845 63748 100190
1966 63738 100208
2417 63728 100159
2538 63718 100244
2659 63708 100262
2813 63698 100226
2934 63688 100298
3506 63677 100280
3627 63666 100334
3748 63655 100352
3869 63644 100370
3902 63633 100316
4716 63622 100388
4837 63611 100424
4958 63600 100442
5409 63589 100406
5805 63578 100460
5926 63567 100496
6619 63556 100478
180 64007 0
1208 63997 0
1329 63987 100562
1604 63977 100550
1725 63967 100593
1846 63957 100611
1967 63947 100629
2418 63937 100575
2539 63927 100665
2814 63917 100647
2935 63907 100701
3507 63896 100683
3628 63885 100737
3749 63874 100755
3903 63863 100719
4717 63852 100773
4838 63841 100809
4959 63830 100827
5806 63819 100845
5927 63808 100863
181 64172 0
1209 64162 0
1605 64152 100899
1726 64142 100924
1847 64132 100942
1968 64122 100960
2419 64112 100911
2815 64102 100978
2936 64092 101014
3508 64081 100996
3629 64070 101050
3904 64059 101032
4718 64048 101068
4839 64037 101104
5807 64026 101122
5928 64015 101140
182 64295 0
1606 64285 101176
1727 64275 101188
1848 64265 101206
1969 64255 101224
2816 64245 101242
2937 64235 101260
3509 64224 0
3905 64213 101278
4719 64202 101296
5808 64191 101327
5929 64180 101345
183 64375 0
1607 64365 101381
1728 64355 101393
1849 64345 101411
2817 64335 101429
2938 64325 101447
3906 64314 101465
5809 64303 0
184 64443 0
580 64434 0
1608 64424 101514
1729 64414 101538
2818 64404 101556
2939 64394 101574
3907 64383 101592
185 64500 0
460 64491 0
581 64482 101640
1609 64472 101628
2819 64462 101669
3908 64451 101687
186 64546 0
340 64537 0
461 64528 101735
582 64519 101747
3909 64508 101723
187 64589 0
220 64581 0
341 64572 101811
462 64563 101823
583 64554 101840
100 64649 0
188 64641 0
221 64633 101874
342 64624 101898
463 64615 101915
584 64606 101932
980 64597 101886
101 64729 0
189 64721 0
222 64713 101983
343 64704 102007
464 64695 102024
585 64686 102041
860 64677 101995
981 64668 102075
5090 64657 102092
102 64821 0
223 64813 102127
344 64804 102139
465 64795 102156
586 64786 102173
740 64777 0
861 64768 102207
982 64759 102219
5091 64748 102236
6180 64737 102253
103 64933 0
224 64925 102289
345 64916 102301
466 64907 102318
587 64898 102335
620 64889 0
741 64880 102369
862 64871 102381
983 64862 102398
5092 64851 102415
6060 64840 102432
6181 64829 102450
104 65065 0
225 65057 102486
346 65048 102498
467 65039 102515
500 65030 0
588 65021 102532
621 65012 102549
742 65003 102578
863 64994 102595
984 64985 102612
3190 64974 102561
5093 64963 102629
6061 64952 102664
6182 64941 102682
105 65229 0
226 65221 102718
347 65212 102730
468 65203 102747
501 65194 0
589 65185 102764
622 65176 102781
743 65167 102810
864 65158 102827
985 65149 102844
3070 65139 102793
3191 65128 102878
4280 65117 102896
5094 65106 102861
5490 65095 102914
6062 65084 102932
6183 65073 102968
106 65417 0
227 65409 103004
348 65400 103016
469 65391 103033
502 65382 0
623 65373 103067
744 65364 103079
865 65355 103096
986 65346 103113
3071 65336 103050
3192 65325 103147
4160 65314 103165
4281 65303 103183
5095 65292 103130
5370 65281 103201
5491 65270 103237
6063 65259 103219
6184 65248 103273
6580 65237 103255
80 65647 0
107 65639 0
228 65631 103338
349 65622 103350
503 65613 103327
624 65604 103384
745 65595 103401
866 65586 103418
987 65577 103435
1290 65567 103452
3072 65557 103367
3193 65546 103487
